ALG, INST, t[s], alpha, custo, custo_total, percent_total, melhor_custo, relacao_melhor, iteracao_melhor, grafo_nos, solucao_nos, grafo_arestas, solucao_arestas,,,,,,,,
A2, i05M3.dat,53.814,0.2,1.29E+06,1.45E+06,88.83%,672403,91.18%,669,1810,4,16796,3,,,,,,,,
A2, i05M3.dat,54.6605,0.2,1.29E+06,1.45E+06,89.07%,672403,91.70%,674,1810,4,16796,3,,,,,,,,
A2, i05M3.dat,58.1836,0.2,1.34E+06,1.45E+06,92.60%,672403,99.29%,694,1810,5,16796,4,,,,,,,,
A2, i05M3.dat,54.3523,0.2,1.29E+06,1.45E+06,89.06%,672403,91.66%,272,1810,4,16796,3,,,,,,,,
A2, i05M3.dat,55.1525,0.2,1.39E+06,1.45E+06,96.10%,672403,106.83%,252,1810,2,16796,1,,,,,,,,
A2, i05M3.dat,54.2897,0.2,1.32E+06,1.45E+06,91.03%,672403,95.91%,14,1810,4,16796,3,,,,,,,,
A2, i05M3.dat,53.0869,0.2,1.29E+06,1.45E+06,89.34%,672403,92.26%,480,1810,4,16796,3,,,,,,,,
A2, i05M3.dat,52.3451,0.2,1.34E+06,1.45E+06,92.88%,672403,99.90%,903,1810,5,16796,4,,,,,,,,
A2, i05M3.dat,52.8726,0.2,1.36E+06,1.45E+06,93.90%,672403,102.08%,267,1810,5,16796,4,,,,,,,,
A2, i05M3.dat,53.6663,0.3,1.25E+06,1.45E+06,86.58%,672403,86.33%,530,1810,3,16796,2,,,,,,,,
A2, i05M3.dat,54.5724,0.3,1.31E+06,1.45E+06,90.36%,672403,94.47%,181,1810,4,16796,3,,,,,,,,
A2, i05M3.dat,54.0089,0.3,1.25E+06,1.45E+06,86.50%,672403,86.17%,584,1810,3,16796,2,,,,,,,,
A2, i05M3.dat,54.634,0.3,1.30E+06,1.45E+06,89.58%,672403,92.78%,554,1810,4,16796,3,,,,,,,,
A2, i05M3.dat,55.0208,0.3,1.28E+06,1.45E+06,88.79%,672403,91.08%,149,1810,4,16796,3,,,,,,,,
A2, i05M3.dat,53.6564,0.3,1.25E+06,1.45E+06,86.26%,672403,85.65%,311,1810,3,16796,2,,,,,,,,
A2, i05M3.dat,57.2741,0.3,1.29E+06,1.45E+06,89.10%,672403,91.76%,136,1810,4,16796,3,,,,,,,,
A2, i05M3.dat,56.1069,0.3,1.31E+06,1.45E+06,90.60%,672403,94.99%,417,1810,4,16796,3,,,,,,,,
A2, i05M3.dat,55.0555,0.3,1.36E+06,1.45E+06,93.89%,672403,102.07%,749,1810,2,16796,1,,,,,,,,
A2, i05M3.dat,54.2045,0.3,1.31E+06,1.45E+06,90.32%,672403,94.39%,256,1810,4,16796,3,,,,,,,,
A2, i05M3.dat,55.9038,0.3,1.30E+06,1.45E+06,89.53%,672403,92.69%,693,1810,4,16796,3,,,,,,,,
A2, i05M3.dat,58.9182,0.3,1.36E+06,1.45E+06,93.89%,672403,102.07%,36,1810,2,16796,1,,,,,,,,
A2, i05M3.dat,56.5633,0.3,1.24E+06,1.45E+06,86.00%,672403,85.09%,879,1810,3,16796,2,,,,,,,,
A2, i05M3.dat,56.7468,0.3,1.24E+06,1.45E+06,85.83%,672403,84.73%,72,1810,3,16796,2,,,,,,,,
A2, i05M3.dat,56.7751,0.3,1.24E+06,1.45E+06,85.76%,672403,84.57%,761,1810,3,16796,2,,,,,,,,
A2, i05M3.dat,59.5176,0.3,1.24E+06,1.45E+06,85.76%,672403,84.57%,114,1810,3,16796,2,,,,,,,,
A2, i05M3.dat,57.7883,0.3,1.30E+06,1.45E+06,89.50%,672403,92.62%,278,1810,4,16796,3,,,,,,,,
A2, i05M3.dat,56.1568,0.3,1.30E+06,1.45E+06,90.05%,672403,93.81%,831,1810,4,16796,3,,,,,,,,
A2, i05M3.dat,55.8567,0.3,1.29E+06,1.45E+06,89.26%,672403,92.10%,97,1810,4,16796,3,,,,,,,,
A2, i05M3.dat,55.8233,0.3,1.39E+06,1.45E+06,95.74%,672403,106.06%,576,1810,3,16796,2,,,,,,,,
A3, i05M3.dat,121.045,0.3,1.35E+06,1.45E+06,93.50%,672403,101.22%,1328,1810,5,16796,4,,,,,,,,
A3, i05M3.dat,125.099,0.3,1.31E+06,1.45E+06,90.29%,672403,94.31%,504,1810,4,16796,3,,,,,,,,
A3, i05M3.dat,121.557,0.4,1.21E+06,1.45E+06,83.48%,672403,79.66%,863,1810,2,16796,1,,,,,,,,
A3, i05M3.dat,125.575,0.45,1.26E+06,1.45E+06,87.29%,672403,87.86%,93,1810,3,16796,2,,,,,,,,
A3, i05M3.dat,122.644,0.3,1.30E+06,1.45E+06,89.53%,672403,92.69%,1544,1810,4,16796,3,,,,,,,,
A3, i05M3.dat,124.814,0.4,1.25E+06,1.45E+06,86.08%,672403,85.25%,1742,1810,3,16796,2,,,,,,,,
A3, i05M3.dat,122.575,0.5,1.35E+06,1.45E+06,93.46%,672403,101.14%,1839,1810,2,16796,1,,,,,,,,
A3, i05M3.dat,124.581,0.4,1.26E+06,1.45E+06,87.40%,672403,88.10%,859,1810,3,16796,2,,,,,,,,
A3, i05M3.dat,121.426,0.45,1.21E+06,1.45E+06,83.48%,672403,79.66%,286,1810,2,16796,1,,,,,,,,
A3, i05M3.dat,123.259,0.3,1.30E+06,1.45E+06,89.50%,672403,92.62%,354,1810,4,16796,3,,,,,,,,
A3, i05M3.dat,124.194,0.4,1.21E+06,1.45E+06,83.55%,672403,79.82%,1415,1810,2,16796,1,,,,,,,,
A3, i05M3.dat,121.594,0.2,1.30E+06,1.45E+06,90.04%,672403,93.77%,1883,1810,4,16796,3,,,,,,,,
A3, i05M3.dat,124.433,0.2,1.29E+06,1.45E+06,88.83%,672403,91.18%,105,1810,4,16796,3,,,,,,,,
A3, i05M3.dat,120.865,0.4,1.26E+06,1.45E+06,86.98%,672403,87.20%,1450,1810,3,16796,2,,,,,,,,
A3, i05M3.dat,124.076,0.25,1.28E+06,1.45E+06,88.79%,672403,91.08%,1031,1810,4,16796,3,,,,,,,,
A3, i05M3.dat,120.445,0.5,1.21E+06,1.45E+06,83.55%,672403,79.82%,484,1810,2,16796,1,,,,,,,,
A3, i05M3.dat,125.082,0.2,1.35E+06,1.45E+06,93.03%,672403,100.22%,736,1810,5,16796,4,,,,,,,,
A3, i05M3.dat,120.631,0.4,1.26E+06,1.45E+06,87.29%,672403,87.86%,1357,1810,3,16796,2,,,,,,,,
A3, i05M3.dat,125.324,0.4,1.24E+06,1.45E+06,85.76%,672403,84.57%,729,1810,3,16796,2,,,,,,,,
A3, i05M3.dat,122.916,0.4,1.30E+06,1.45E+06,89.61%,672403,92.85%,464,1810,4,16796,3,,,,,,,,
A1, D6-A.dat,0.00336094,0,29,27,107.41%,18,61.11%,0,1000,4,2000,3,,,,,,,,
A2, D6-A.dat,2.50883,0.1,21,27,77.78%,18,16.67%,471,1000,3,2000,2,,2.54366,21,18,0.166667,,,
A2, D6-A.dat,2.52573,0.1,21,27,77.78%,18,16.67%,3,1000,3,2000,2,,2.55704,21,18,0.166667,,,
A2, D6-A.dat,2.51874,0.1,21,27,77.78%,18,16.67%,12,1000,3,2000,2,,2.539115,19,18,0.0555556,,,
A2, D6-A.dat,2.71676,0.1,21,27,77.78%,18,16.67%,71,1000,3,2000,2,,,5.697505,19,18,0.0555556,0.35,19
A2, D6-A.dat,2.56464,0.1,21,27,77.78%,18,16.67%,25,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.56245,0.1,21,27,77.78%,18,16.67%,25,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.53373,0.1,21,27,77.78%,18,16.67%,51,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.4988,0.1,21,27,77.78%,18,16.67%,13,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.49137,0.1,21,27,77.78%,18,16.67%,4,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.52611,0.1,21,27,77.78%,18,16.67%,32,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.49871,0.1,21,27,77.78%,18,16.67%,306,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.53983,0.1,21,27,77.78%,18,16.67%,21,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.53212,0.1,21,27,77.78%,18,16.67%,92,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.6873,0.1,21,27,77.78%,18,16.67%,75,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.67354,0.1,21,27,77.78%,18,16.67%,109,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.63924,0.1,21,27,77.78%,18,16.67%,65,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.55623,0.1,21,27,77.78%,18,16.67%,1,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.57547,0.1,21,27,77.78%,18,16.67%,185,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.54749,0.1,21,27,77.78%,18,16.67%,207,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.55979,0.1,21,27,77.78%,18,16.67%,278,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.53155,0.2,21,27,77.78%,18,16.67%,100,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.54641,0.2,21,27,77.78%,18,16.67%,111,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.54716,0.2,21,27,77.78%,18,16.67%,176,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.56044,0.2,21,27,77.78%,18,16.67%,55,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.56395,0.2,21,27,77.78%,18,16.67%,961,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.64651,0.2,21,27,77.78%,18,16.67%,866,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.59466,0.2,21,27,77.78%,18,16.67%,277,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.61845,0.2,24,27,88.89%,18,33.33%,409,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.58223,0.2,21,27,77.78%,18,16.67%,260,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.65584,0.2,21,27,77.78%,18,16.67%,143,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.63317,0.2,21,27,77.78%,18,16.67%,220,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.54188,0.2,21,27,77.78%,18,16.67%,790,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.54507,0.2,21,27,77.78%,18,16.67%,721,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.52574,0.2,21,27,77.78%,18,16.67%,19,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.51286,0.2,21,27,77.78%,18,16.67%,432,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.54613,0.2,21,27,77.78%,18,16.67%,11,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.56882,0.2,25,27,92.59%,18,38.89%,21,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.68098,0.2,21,27,77.78%,18,16.67%,410,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.53728,0.2,21,27,77.78%,18,16.67%,813,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.55364,0.2,21,27,77.78%,18,16.67%,87,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.52248,0.3,19,27,70.37%,18,5.56%,396,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.5604,0.3,19,27,70.37%,18,5.56%,948,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.53356,0.3,19,27,70.37%,18,5.56%,531,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.53034,0.3,21,27,77.78%,18,16.67%,292,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.54467,0.3,19,27,70.37%,18,5.56%,925,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.52034,0.3,19,27,70.37%,18,5.56%,140,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.61412,0.3,19,27,70.37%,18,5.56%,476,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.63175,0.3,19,27,70.37%,18,5.56%,53,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.52353,0.3,21,27,77.78%,18,16.67%,724,1000,3,2000,2,,,,,,,,
A2, D6-A.dat,2.50393,0.3,19,27,70.37%,18,5.56%,151,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.51715,0.3,19,27,70.37%,18,5.56%,105,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.48634,0.3,19,27,70.37%,18,5.56%,86,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.52102,0.3,19,27,70.37%,18,5.56%,181,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.53018,0.3,19,27,70.37%,18,5.56%,340,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.65554,0.3,19,27,70.37%,18,5.56%,837,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.64242,0.3,19,27,70.37%,18,5.56%,319,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.58806,0.3,19,27,70.37%,18,5.56%,522,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.64264,0.3,19,27,70.37%,18,5.56%,371,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.5932,0.3,19,27,70.37%,18,5.56%,761,1000,2,2000,1,,,,,,,,
A2, D6-A.dat,2.71831,0.3,19,27,70.37%,18,5.56%,29,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.63155,0.25,19,27,70.37%,18,5.56%,777,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.63339,0.3,19,27,70.37%,18,5.56%,1334,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.77073,0.45,19,27,70.37%,18,5.56%,787,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.74104,0.45,21,27,77.78%,18,16.67%,126,1000,3,2000,2,,,,,,,,
A3, D6-A.dat,5.79067,0.3,19,27,70.37%,18,5.56%,264,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.67046,0.25,19,27,70.37%,18,5.56%,1853,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.77221,0.3,19,27,70.37%,18,5.56%,938,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.70416,0.5,19,27,70.37%,18,5.56%,137,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.67484,0.35,19,27,70.37%,18,5.56%,1503,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.79742,0.3,19,27,70.37%,18,5.56%,80,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.64962,0.45,19,27,70.37%,18,5.56%,1397,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.75693,0.35,21,27,77.78%,18,16.67%,970,1000,3,2000,2,,,,,,,,
A3, D6-A.dat,5.6984,0.4,19,27,70.37%,18,5.56%,109,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.69661,0.5,20,27,74.07%,18,11.11%,890,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.80745,0.35,19,27,70.37%,18,5.56%,198,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.681,0.25,19,27,70.37%,18,5.56%,1755,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.67767,0.45,19,27,70.37%,18,5.56%,97,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.66385,0.35,19,27,70.37%,18,5.56%,303,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.62027,0.3,19,27,70.37%,18,5.56%,226,1000,2,2000,1,,,,,,,,
A3, D6-A.dat,5.75583,0.5,19,27,70.37%,18,5.56%,1124,1000,2,2000,1,,,,,,,,
A1, i02M3.dat,0.0783131,0,743625,1.21E+06,61.59%,628834,18.25%,0,1804,21,16742,20,,,,,,,,
A2, i02M3.dat,52.0202,0.1,737792,1.21E+06,61.11%,628834,17.33%,210,1804,17,16742,16,,55.54355,738151.5,628834,0.173842,,,
A2, i02M3.dat,52.4156,0.1,738198,1.21E+06,61.14%,628834,17.39%,800,1804,18,16742,17,,58.41865,736583,628834,0.171348,,,
A2, i02M3.dat,63.5485,0.1,737665,1.21E+06,61.09%,628834,17.31%,227,1804,17,16742,16,,54.21495,736581.5,628834,0.1713455,,,
A2, i02M3.dat,57.9791,0.1,738408,1.21E+06,61.16%,628834,17.43%,685,1804,17,16742,16,,,120.1195,735386,628834,0.169444,0.25,728984
A2, i02M3.dat,65.587,0.1,738354,1.21E+06,61.15%,628834,17.42%,135,1804,16,16742,15,,,,,,,,
A2, i02M3.dat,65.1502,0.1,738704,1.21E+06,61.18%,628834,17.47%,989,1804,16,16742,15,,,,,,,,
A2, i02M3.dat,61.9002,0.1,737992,1.21E+06,61.12%,628834,17.36%,50,1804,17,16742,16,,,,,,,,
A2, i02M3.dat,55.5297,0.1,738105,1.21E+06,61.13%,628834,17.38%,213,1804,17,16742,16,,,,,,,,
A2, i02M3.dat,55.7916,0.1,739320,1.21E+06,61.23%,628834,17.57%,886,1804,19,16742,18,,,,,,,,
A2, i02M3.dat,54.9339,0.1,738036,1.21E+06,61.13%,628834,17.37%,269,1804,16,16742,15,,,,,,,,
A2, i02M3.dat,55.5574,0.1,739419,1.21E+06,61.24%,628834,17.59%,711,1804,17,16742,16,,,,,,,,
A2, i02M3.dat,52.7253,0.1,736735,1.21E+06,61.02%,628834,17.16%,610,1804,16,16742,15,,,,,,,,
A2, i02M3.dat,54.284,0.1,738409,1.21E+06,61.16%,628834,17.43%,684,1804,17,16742,16,,,,,,,,
A2, i02M3.dat,53.9149,0.1,738628,1.21E+06,61.17%,628834,17.46%,468,1804,18,16742,17,,,,,,,,
A2, i02M3.dat,55.6244,0.1,740651,1.21E+06,61.34%,628834,17.78%,180,1804,19,16742,18,,,,,,,,
A2, i02M3.dat,54.3564,0.1,737974,1.21E+06,61.12%,628834,17.36%,268,1804,16,16742,15,,,,,,,,
A2, i02M3.dat,55.8488,0.1,736810,1.21E+06,61.02%,628834,17.17%,965,1804,16,16742,15,,,,,,,,
A2, i02M3.dat,54.6632,0.1,737689,1.21E+06,61.10%,628834,17.31%,485,1804,18,16742,17,,,,,,,,
A2, i02M3.dat,56.4707,0.1,737509,1.21E+06,61.08%,628834,17.28%,762,1804,16,16742,15,,,,,,,,
A2, i02M3.dat,54.8676,0.1,739047,1.21E+06,61.21%,628834,17.53%,357,1804,17,16742,16,,,,,,,,
A2, i02M3.dat,54.3786,0.2,732447,1.21E+06,60.66%,628834,16.48%,423,1804,12,16742,11,,,,,,,,
A2, i02M3.dat,55.2581,0.2,733303,1.21E+06,60.73%,628834,16.61%,889,1804,12,16742,11,,,,,,,,
A2, i02M3.dat,55.4237,0.2,733048,1.21E+06,60.71%,628834,16.57%,948,1804,13,16742,12,,,,,,,,
A2, i02M3.dat,60.7353,0.2,735129,1.21E+06,60.88%,628834,16.90%,510,1804,13,16742,12,,,,,,,,
A2, i02M3.dat,54.8019,0.2,733809,1.21E+06,60.78%,628834,16.69%,773,1804,13,16742,12,,,,,,,,
A2, i02M3.dat,55.5886,0.2,861312,1.21E+06,71.34%,628834,36.97%,261,1804,9,16742,8,,,,,,,,
A2, i02M3.dat,54.7779,0.2,860435,1.21E+06,71.26%,628834,36.83%,181,1804,8,16742,7,,,,,,,,
A2, i02M3.dat,58.8315,0.2,733476,1.21E+06,60.75%,628834,16.64%,467,1804,13,16742,12,,,,,,,,
A2, i02M3.dat,58.4758,0.2,861500,1.21E+06,71.35%,628834,37.00%,93,1804,9,16742,8,,,,,,,,
A2, i02M3.dat,59.5747,0.2,735697,1.21E+06,60.93%,628834,16.99%,574,1804,15,16742,14,,,,,,,,
A2, i02M3.dat,58.4738,0.2,737469,1.21E+06,61.08%,628834,17.28%,857,1804,15,16742,14,,,,,,,,
A2, i02M3.dat,63.9204,0.2,861467,1.21E+06,71.35%,628834,36.99%,236,1804,9,16742,8,,,,,,,,
A2, i02M3.dat,59.598,0.2,861306,1.21E+06,71.33%,628834,36.97%,162,1804,9,16742,8,,,,,,,,
A2, i02M3.dat,58.6195,0.2,735521,1.21E+06,60.92%,628834,16.97%,602,1804,16,16742,15,,,,,,,,
A2, i02M3.dat,59.8195,0.2,737501,1.21E+06,61.08%,628834,17.28%,650,1804,16,16742,15,,,,,,,,
A2, i02M3.dat,55.2155,0.2,737582,1.21E+06,61.09%,628834,17.29%,658,1804,15,16742,14,,,,,,,,
A2, i02M3.dat,55.8239,0.2,732231,1.21E+06,60.64%,628834,16.44%,173,1804,14,16742,13,,,,,,,,
A2, i02M3.dat,58.3635,0.2,738014,1.21E+06,61.12%,628834,17.36%,786,1804,16,16742,15,,,,,,,,
A2, i02M3.dat,60.9563,0.2,735237,1.21E+06,60.89%,628834,16.92%,557,1804,13,16742,12,,,,,,,,
A2, i02M3.dat,52.9126,0.2,861389,1.21E+06,71.34%,628834,36.98%,8,1804,8,16742,7,,,,,,,,
A2, i02M3.dat,54.1174,0.3,859497,1.21E+06,71.18%,628834,36.68%,750,1804,7,16742,6,,,,,,,,
A2, i02M3.dat,56.2671,0.3,858048,1.21E+06,71.06%,628834,36.45%,85,1804,7,16742,6,,,,,,,,
A2, i02M3.dat,54.3547,0.3,859727,1.21E+06,71.20%,628834,36.72%,213,1804,7,16742,6,,,,,,,,
A2, i02M3.dat,57.244,0.3,859244,1.21E+06,71.16%,628834,36.64%,389,1804,7,16742,6,,,,,,,,
A2, i02M3.dat,55.0317,0.3,733601,1.21E+06,60.76%,628834,16.66%,907,1804,12,16742,11,,,,,,,,
A2, i02M3.dat,54.8328,0.3,732995,1.21E+06,60.71%,628834,16.56%,323,1804,10,16742,9,,,,,,,,
A2, i02M3.dat,55.9901,0.3,859708,1.21E+06,71.20%,628834,36.71%,182,1804,6,16742,5,,,,,,,,
A2, i02M3.dat,54.6529,0.3,732140,1.21E+06,60.64%,628834,16.43%,747,1804,11,16742,10,,,,,,,,
A2, i02M3.dat,54.2604,0.3,733115,1.21E+06,60.72%,628834,16.58%,83,1804,12,16742,11,,,,,,,,
A2, i02M3.dat,53.2727,0.3,730972,1.21E+06,60.54%,628834,16.24%,923,1804,10,16742,9,,,,,,,,
A2, i02M3.dat,53.8064,0.3,736819,1.21E+06,61.02%,628834,17.17%,780,1804,13,16742,12,,,,,,,,
A2, i02M3.dat,53.4949,0.3,859824,1.21E+06,71.21%,628834,36.73%,720,1804,7,16742,6,,,,,,,,
A2, i02M3.dat,51.0726,0.3,859206,1.21E+06,71.16%,628834,36.63%,83,1804,7,16742,6,,,,,,,,
A2, i02M3.dat,51.375,0.3,732137,1.21E+06,60.64%,628834,16.43%,547,1804,11,16742,10,,,,,,,,
A2, i02M3.dat,53.2808,0.3,734519,1.21E+06,60.83%,628834,16.81%,327,1804,11,16742,10,,,,,,,,
A2, i02M3.dat,53.924,0.3,733012,1.21E+06,60.71%,628834,16.57%,690,1804,14,16742,13,,,,,,,,
A2, i02M3.dat,54.0938,0.3,859327,1.21E+06,71.17%,628834,36.65%,251,1804,6,16742,5,,,,,,,,
A2, i02M3.dat,55.2201,0.3,858159,1.21E+06,71.07%,628834,36.47%,761,1804,6,16742,5,,,,,,,,
A2, i02M3.dat,54.5012,0.3,732461,1.21E+06,60.66%,628834,16.48%,625,1804,11,16742,10,,,,,,,,
A2, i02M3.dat,54.1695,0.3,736344,1.21E+06,60.99%,628834,17.10%,126,1804,15,16742,14,,,,,,,,
A3, i02M3.dat,117.917,0.25,733487,1.21E+06,60.75%,628834,16.64%,1799,1804,11,16742,10,,,,,,,,
A3, i02M3.dat,118.533,0.45,733761,1.21E+06,60.77%,628834,16.69%,1931,1804,12,16742,11,,,,,,,,
A3, i02M3.dat,121.659,0.25,735821,1.21E+06,60.94%,628834,17.01%,881,1804,15,16742,14,,,,,,,,
A3, i02M3.dat,118.144,0.35,732383,1.21E+06,60.66%,628834,16.47%,1913,1804,10,16742,9,,,,,,,,
A3, i02M3.dat,117.901,0.15,736856,1.21E+06,61.03%,628834,17.18%,1716,1804,15,16742,14,,,,,,,,
